country,category,beta_1,beta_2,beta_3,beta_4,beta_5,beta_6,beta_7,beta_8,beta_9,beta_10,beta_11,beta_12
Africa,Recreation and culture,0.0029544723373609973,0.003331269413318398,-0.005044975465371371,-0.008463510042247092,0.012826181853023463,-0.019921404181878693,0.004505595569852168,0.008239410951188344,-0.0020575802026890633,0.024540589465064884,-0.020257861920464273,0.017150537737237872
Africa,Restaurants and hotels,0.0025614782203183086,0.0028486632636166515,0.0008710142623287798,-0.00020482735337695387,0.001289777887387012,-0.003322960853613584,-0.0010791209205665924,0.0022131614683831282,0.008019566131533956,-0.001361860110468615,0.007739874004860918,-0.00019807947027929585
Africa,Transport,0.016428875446771345,0.016053139937310102,0.012294484792520152,0.009134673102842838,0.003233968739891348,0.006802290847432501,0.0029300396066710495,0.005567200566841327,0.004043240621649577,-0.0025226616767179515,0.011014204376736829,-0.007073751339981561
Algeria,All Items,0.005286270278738877,-0.005171856976696448,0.002906566994978841,0.007674166056200474,0.0063734823249549455,-0.004190192648034498,-0.003239316376679117,0.004764235903578405,-0.0008938397840809952,0.0009792492819088415,0.005342426462704673,-0.0023767212145749195
Algeria,Clothing and footwear,-0.0008995668646227832,-0.00619697821537363,0.000623704232303519,0.001543713075617205,0.0011059194980950497,-0.006726464835987619,0.0024369942363959107,-0.0018675833457745747,0.0021287641653252643,-0.005816225447869748,1.2398744154857417e-05,-0.0007580654873876507
Algeria,Food and non-alcoholic beverages,0.009552475106863046,-0.011747169002728196,0.006931856207227311,0.017902369325896828,0.014097450440753946,-0.007474640287242026,-0.0046205944968071445,0.01462403250737633,-0.0029548154869525798,0.004698962593590546,0.006331598233399268,-0.003557512164139766
Algeria,"Furnishings, household equipment and routine household maintenance",-0.0038052529392955978,0.0037549699272467914,0.0017221238189889672,0.0025466743665145887,-0.004689858603660366,0.0032596168427386756,0.003046506771801089,0.0015577925810470984,-0.0058038345683554425,0.0009169291536095818,0.0022959404773704875,0.00195742176794983
Algeria,Health,-0.0035410718601153733,-0.0020483265190599244,0.0016766308024278352,-0.003878568175472973,-0.0029435971784251324,-0.0036673261231950794,-0.0013072539686209118,0.001711657238416,0.000946431226471738,0.001174511163550185,-0.0004097359025625963,0.0027949298908113655
Algeria,"Housing, water, electricity, gas and other fuels",-0.0011111858679280786,-0.002607796086212037,-0.00040058179163023576,-0.0041920105465445235,0.0016512638466655556,-0.00652002270150912,0.0006137644535648729,-0.0033667471425962944,0.00351922867574485,0.0006477296917878391,0.0012225846431830093,0.0004439084219122946
Algeria,Miscellaneous goods and services,0.011483705998480063,0.0005959093616807053,-0.0022024432708405432,-0.00520898932829383,0.008286797374788928,0.0019815248295691535,-0.008181031817687015,-0.005004463363542282,0.006617416544499433,-0.0003722957560297087,0.002652363624796543,-0.004920714478095918
Algeria,Recreation and culture,0.000756487434313564,0.009614572213173087,0.022324348429037147,0.0173781656781751,0.0020008992626386144,0.0010604027427581566,-0.0007830190342248523,0.0018023083526423236,-0.009467925330989807,-0.014838446021674515,0.02626361761212124,0.00011945567623001255
Algeria,Transport,-0.0001255374116708109,0.0004526229232080074,-0.002101387429768381,-0.0006551937708905099,-0.0027737138212509064,-0.0021856972021174355,0.0006054199495484232,-0.007555872382730894,0.00188254917804383,-0.002865110824587874,0.006999928804363816,-0.0045844118586064395
Angola,"Alcoholic beverages, tobacco and narcotics",-0.0017663505325252247,-0.0029820804959785822,0.0009148873823893144,-0.005400730940192404,-0.0008173005424334197,0.003874609057523438,-0.0035726576655543017,-0.00012696784398042433,0.0035405132732604966,0.0026045522955904315,0.0009912279540613782,-0.002305808021095949
Angola,All Items,-0.0019530589320906,0.0008850298719926922,0.0029743590157945404,-0.004357179602124516,0.0023228718486310892,0.00030300585005304707,0.00042713498320069774,-0.003754235468120802,0.003350974155881676,0.0009608542310042037,0.00013574017844232155,0.0002451418147014915
