country,category,lag,beta,ci_low,ci_high,standard_error,p_value,cumulative_pass_through,peak_lag,peak_coefficient,model_type,group_name,n_obs,r_squared,adj_r_squared
Africa,"Alcoholic beverages, tobacco and narcotics",1,0.0024365095623591192,-0.015070914081351949,0.019943933206070186,0.008932523139102245,0.7850312933840706,-0.021183436035343763,7,-0.010936944419524206,africa_category,Africa Average,300,0.05735221618501429,0.014504589647969524
Africa,"Alcoholic beverages, tobacco and narcotics",2,-0.009703975634004963,-0.02747666072169483,0.008068709453684902,0.009067863097423494,0.28455169985058426,-0.021183436035343763,7,-0.010936944419524206,africa_category,Africa Average,300,0.05735221618501429,0.014504589647969524
Africa,"Alcoholic beverages, tobacco and narcotics",3,-0.00044399028960980316,-0.014316350906333758,0.013428370327114152,0.0070778650659641534,0.9499819788413865,-0.021183436035343763,7,-0.010936944419524206,africa_category,Africa Average,300,0.05735221618501429,0.014504589647969524
Africa,"Alcoholic beverages, tobacco and narcotics",4,-0.009489144919890084,-0.025641467929380657,0.006663178089600487,0.008241132560035815,0.24955250099065318,-0.021183436035343763,7,-0.010936944419524206,africa_category,Africa Average,300,0.05735221618501429,0.014504589647969524
Africa,"Alcoholic beverages, tobacco and narcotics",5,0.007737425682014104,-0.005147290869043881,0.02062214223307209,0.006573955773009599,0.2392028080365406,-0.021183436035343763,7,-0.010936944419524206,africa_category,Africa Average,300,0.05735221618501429,0.014504589647969524
Africa,"Alcoholic beverages, tobacco and narcotics",6,0.002914495777909801,-0.009664442512252446,0.015493434068072047,0.006417943589465576,0.6497447875696902,-0.021183436035343763,7,-0.010936944419524206,africa_category,Africa Average,300,0.05735221618501429,0.014504589647969524
Africa,"Alcoholic beverages, tobacco and narcotics",7,-0.010936944419524206,-0.023768087562852327,0.001894198723803914,0.006546621899452511,0.09479594612616951,-0.021183436035343763,7,-0.010936944419524206,africa_category,Africa Average,300,0.05735221618501429,0.014504589647969524
Africa,"Alcoholic beverages, tobacco and narcotics",8,-0.005457699271956319,-0.01770598610360686,0.006790587559694221,0.0062492407657811395,0.38247888791547413,-0.021183436035343763,7,-0.010936944419524206,africa_category,Africa Average,300,0.05735221618501429,0.014504589647969524
Africa,"Alcoholic beverages, tobacco and narcotics",9,0.004904054887955651,-0.007268322160898972,0.017076431936810275,0.006210510573086435,0.42973923374350553,-0.021183436035343763,7,-0.010936944419524206,africa_category,Africa Average,300,0.05735221618501429,0.014504589647969524
Africa,"Alcoholic beverages, tobacco and narcotics",10,-0.0014940119283729418,-0.013883795294443727,0.010895771437697842,0.00632143420175055,0.8131683386889705,-0.021183436035343763,7,-0.010936944419524206,africa_category,Africa Average,300,0.05735221618501429,0.014504589647969524
Africa,"Alcoholic beverages, tobacco and narcotics",11,0.005486421576244988,-0.0067352032634652665,0.017708046415955244,0.006235637458704789,0.37894092529001266,-0.021183436035343763,7,-0.010936944419524206,africa_category,Africa Average,300,0.05735221618501429,0.014504589647969524
Africa,"Alcoholic beverages, tobacco and narcotics",12,-0.007136577058469104,-0.019122623296445068,0.004849469179506861,0.006115442085936461,0.24321986935775275,-0.021183436035343763,7,-0.010936944419524206,africa_category,Africa Average,300,0.05735221618501429,0.014504589647969524
Africa,All Items,1,0.005129313657200055,-0.0014145753930994457,0.011673202707499556,0.003338780254084699,0.12446881728603261,0.029869501106614998,1,0.005129313657200055,africa_category,Africa Average,300,0.07224401978997019,0.030073293416787106
Africa,All Items,2,0.0030557993650280613,-0.00419105125595766,0.010302649986013782,0.0036974407071497,0.40854127983082555,0.029869501106614998,1,0.005129313657200055,africa_category,Africa Average,300,0.07224401978997019,0.030073293416787106
Africa,All Items,3,0.0038094062454189777,-0.0018278320546414313,0.009446644545479386,0.002876194840581881,0.18535017757269823,0.029869501106614998,1,0.005129313657200055,africa_category,Africa Average,300,0.07224401978997019,0.030073293416787106
Africa,All Items,4,0.0016457871920321178,-0.004382503535407065,0.007674077919471301,0.0030757150513935827,0.5925869893772164,0.029869501106614998,1,0.005129313657200055,africa_category,Africa Average,300,0.07224401978997019,0.030073293416787106
Africa,All Items,5,0.0030275330653277625,-0.0025159406970822616,0.008571006827737787,0.0028283549116903364,0.2844294417262936,0.029869501106614998,1,0.005129313657200055,africa_category,Africa Average,300,0.07224401978997019,0.030073293416787106
Africa,All Items,6,0.005064441526890501,5.8384798517605203e-05,0.010070498255263398,0.002554157508944059,0.0473872357882567,0.029869501106614998,1,0.005129313657200055,africa_category,Africa Average,300,0.07224401978997019,0.030073293416787106
Africa,All Items,7,-0.0035293308926777,-0.008437748283442285,0.0013790864980868845,0.0025043406049710887,0.15875076567848856,0.029869501106614998,1,0.005129313657200055,africa_category,Africa Average,300,0.07224401978997019,0.030073293416787106
Africa,All Items,8,0.004377651453956091,-2.0435215843720572e-05,0.008775738123755903,0.002243963003652801,0.0510740314295681,0.029869501106614998,1,0.005129313657200055,africa_category,Africa Average,300,0.07224401978997019,0.030073293416787106
Africa,All Items,9,0.0034797620330577496,-0.0012121225836744074,0.008171646649789907,0.002393862669794519,0.14605222433863624,0.029869501106614998,1,0.005129313657200055,africa_category,Africa Average,300,0.07224401978997019,0.030073293416787106
Africa,All Items,10,0.001948247584949825,-0.0027764743615999957,0.0066729695314996455,0.002410616717356964,0.4189785249610227,0.029869501106614998,1,0.005129313657200055,africa_category,Africa Average,300,0.07224401978997019,0.030073293416787106
Africa,All Items,11,0.002687281266553038,-0.002371087675260992,0.007745650208367068,0.00258084790420324,0.29776432031066313,0.029869501106614998,1,0.005129313657200055,africa_category,Africa Average,300,0.07224401978997019,0.030073293416787106
Africa,All Items,12,-0.000826391391121483,-0.005655314024948097,0.0040025312427051304,0.0024637813102263814,0.7373113860393461,0.029869501106614998,1,0.005129313657200055,africa_category,Africa Average,300,0.07224401978997019,0.030073293416787106
Africa,Clothing and footwear,1,-0.0026083329414306024,-0.01674394486716901,0.011527278984307807,0.007212179426376359,0.7176085953341328,0.0018412589689696876,2,0.007867459357694173,africa_category,Africa Average,300,0.02397242576841485,-0.020392463969384433
Africa,Clothing and footwear,2,0.007867459357694173,-0.007645176313559,0.023380095028947348,0.007914755471842781,0.32021103171522824,0.0018412589689696876,2,0.007867459357694173,africa_category,Africa Average,300,0.02397242576841485,-0.020392463969384433
Africa,Clothing and footwear,3,-0.006279477625103106,-0.01702080976593135,0.004461854515725138,0.005480372203547872,0.2518728439087834,0.0018412589689696876,2,0.007867459357694173,africa_category,Africa Average,300,0.02397242576841485,-0.020392463969384433
Africa,Clothing and footwear,4,0.0019674118420970168,-0.00824469702363163,0.012179520707825662,0.005210355366874319,0.7057303805594602,0.0018412589689696876,2,0.007867459357694173,africa_category,Africa Average,300,0.02397242576841485,-0.020392463969384433
Africa,Clothing and footwear,5,0.0012504816301719213,-0.006537310637959696,0.009038273898303539,0.003973436414934524,0.7529815726430773,0.0018412589689696876,2,0.007867459357694173,africa_category,Africa Average,300,0.02397242576841485,-0.020392463969384433
Africa,Clothing and footwear,6,0.003319763297811231,-0.004866808031887016,0.011506334627509477,0.004176898858485603,0.42673485352341745,0.0018412589689696876,2,0.007867459357694173,africa_category,Africa Average,300,0.02397242576841485,-0.020392463969384433
Africa,Clothing and footwear,7,-0.004652595836579977,-0.013213929562201743,0.003908737889041788,0.004368107676035108,0.28681779830657217,0.0018412589689696876,2,0.007867459357694173,africa_category,Africa Average,300,0.02397242576841485,-0.020392463969384433
Africa,Clothing and footwear,8,0.002612677054972868,-0.0037535685301503946,0.008978922640096131,0.003248144167617056,0.42118912859023216,0.0018412589689696876,2,0.007867459357694173,africa_category,Africa Average,300,0.02397242576841485,-0.020392463969384433
Africa,Clothing and footwear,9,0.0018086080707005485,-0.007526070053888876,0.011143286195289974,0.004762678395225716,0.7041339702909588,0.0018412589689696876,2,0.007867459357694173,africa_category,Africa Average,300,0.02397242576841485,-0.020392463969384433
Africa,Clothing and footwear,10,-0.002001974334357574,-0.009503618589583384,0.005499669920868236,0.0038274398480777315,0.6009336551497075,0.0018412589689696876,2,0.007867459357694173,africa_category,Africa Average,300,0.02397242576841485,-0.020392463969384433
Africa,Clothing and footwear,11,0.0026029126563101076,-0.007097120703350099,0.012302946015970314,0.004949087552716699,0.5989313629945765,0.0018412589689696876,2,0.007867459357694173,africa_category,Africa Average,300,0.02397242576841485,-0.020392463969384433
Africa,Clothing and footwear,12,-0.00404567420331692,-0.012854180763873565,0.0047628323572397255,0.0044942185826051,0.3680163555700594,0.0018412589689696876,2,0.007867459357694173,africa_category,Africa Average,300,0.02397242576841485,-0.020392463969384433
Africa,Communication,1,-0.021702232036271557,-0.04947528921898802,0.006070825146444907,0.014170187514559857,0.1256355867194283,0.060890910266976676,9,0.03276432282571224,africa_category,Africa Average,300,0.03496368879010414,-0.008901598083072892
Africa,Communication,2,0.017581323404101342,-0.012212436617228515,0.0473750834254312,0.015201177295266257,0.24744545565302167,0.060890910266976676,9,0.03276432282571224,africa_category,Africa Average,300,0.03496368879010414,-0.008901598083072892
Africa,Communication,3,-0.00901393795201849,-0.026249548233969897,0.008221672329932915,0.008793840304160536,0.305349685765432,0.060890910266976676,9,0.03276432282571224,africa_category,Africa Average,300,0.03496368879010414,-0.008901598083072892
Africa,Communication,4,0.014141988458602742,-0.014342340851118759,0.04262631776832424,0.01453308812529325,0.330509061439059,0.060890910266976676,9,0.03276432282571224,africa_category,Africa Average,300,0.03496368879010414,-0.008901598083072892
Africa,Communication,5,-0.007649572742812662,-0.023110133647790753,0.007810988162165428,0.007888186225323028,0.3321708587092729,0.060890910266976676,9,0.03276432282571224,africa_category,Africa Average,300,0.03496368879010414,-0.008901598083072892
Africa,Communication,6,-0.0011513609885817051,-0.019534011424257113,0.0172312894470937,0.009379075626223445,0.902298360345653,0.060890910266976676,9,0.03276432282571224,africa_category,Africa Average,300,0.03496368879010414,-0.008901598083072892
Africa,Communication,7,0.003500015053116072,-0.017717491385822633,0.024717521492054778,0.01082545730753202,0.7464579316488871,0.060890910266976676,9,0.03276432282571224,africa_category,Africa Average,300,0.03496368879010414,-0.008901598083072892
Africa,Communication,8,0.011179757101462531,-0.018682242924381073,0.041041757127306136,0.01523599426386977,0.4630872635086336,0.060890910266976676,9,0.03276432282571224,africa_category,Africa Average,300,0.03496368879010414,-0.008901598083072892
Africa,Communication,9,0.03276432282571224,-0.03032177447225092,0.0958504201236754,0.03218737578627886,0.30871377213334816,0.060890910266976676,9,0.03276432282571224,africa_category,Africa Average,300,0.03496368879010414,-0.008901598083072892
Africa,Communication,10,0.0031079230940742174,-0.012196633815770498,0.018412480003918933,0.007808590887671972,0.690620375687589,0.060890910266976676,9,0.03276432282571224,africa_category,Africa Average,300,0.03496368879010414,-0.008901598083072892
Africa,Communication,11,0.017698479487859124,-0.01833394103750883,0.05373090001322708,0.01838422583761084,0.33569849882273506,0.060890910266976676,9,0.03276432282571224,africa_category,Africa Average,300,0.03496368879010414,-0.008901598083072892
Africa,Communication,12,0.0004342045617328188,-0.03170387748381941,0.032572286607285054,0.01639728193938936,0.9788742650521014,0.060890910266976676,9,0.03276432282571224,africa_category,Africa Average,300,0.03496368879010414,-0.008901598083072892
